기준월,토픽ID,토픽명,제목,날짜,URL
2023-03,토픽2,코로나 방역·지자체 행정,"구례군 추경예산 3,917억 원 편성",2023-03-02,https://view.asiae.co.kr/article/2023030214181903443
2023-03,토픽2,코로나 방역·지자체 행정,"인천시, 올해 14만6천개 일자리 만든다 4조7천억 투입, 고용률 67.8% 목표",2023-03-30,https://view.asiae.co.kr/article/2023033011083246721
2023-03,토픽2,코로나 방역·지자체 행정,"남원시, 제1회 추경예산 1조 1091억원 확정",2023-03-27,https://view.asiae.co.kr/article/2023032713585207543
2023-03,토픽2,코로나 방역·지자체 행정,"정부, 상반기 재정집행 목표 43조 늘려 346조 2월 기준 92조 집행",2023-03-06,https://view.asiae.co.kr/article/2023030608403119780
2023-03,토픽2,코로나 방역·지자체 행정,"광주 서구, 내달 7일까지 ‘규제개혁 아이디어 공모전’ 개최",2023-03-07,https://view.asiae.co.kr/article/2023030710465343739
2023-03,토픽3,최저임금·노사 협상,"경기도, 지난해 체납액 5774억원 정리",2023-03-13,https://view.asiae.co.kr/article/2023031307092424524
2023-03,토픽3,최저임금·노사 협상,"중구, 조합 직접설립 현장 지원센터 운영",2023-03-02,https://view.asiae.co.kr/article/2023030208420773662
2023-03,토픽3,최저임금·노사 협상,"창원상의, 장일현 부산지방국세청장 초청 간담회 열어",2023-03-13,https://view.asiae.co.kr/article/2023031313533386647
2023-03,토픽3,최저임금·노사 협상,문헌일 구로 박강수 마포구청장 새봄맞이 대청소,2023-03-09,https://view.asiae.co.kr/article/2023030914253072668
2023-03,토픽3,최저임금·노사 협상,'국론 분열' 정치 현수막 범람 막을 방법 있나?,2023-03-16,https://view.asiae.co.kr/article/2023031607552746529
2023-03,토픽4,지역화폐·소비쿠폰,"구례군, 소상공인 경영환경 개선 지원 나서",2023-03-23,https://view.asiae.co.kr/article/2023032317030189982
2023-03,토픽4,지역화폐·소비쿠폰,이태원상권회복상품권 20% 할인 판매,2023-03-06,https://view.asiae.co.kr/article/2023030616590244587
2023-03,토픽4,지역화폐·소비쿠폰,"경기도, 청년 1만2천명에 연 120만원 복지포인트",2023-03-27,https://view.asiae.co.kr/article/2023032707092991202
2023-03,토픽4,지역화폐·소비쿠폰,"용인시, 소상공인에 환경개선자금 최대 200만원 지원",2023-03-06,https://view.asiae.co.kr/article/2023030608055016580
2023-03,토픽4,지역화폐·소비쿠폰,"관악구, 상인 동아리 활동 지원한 까닭?",2023-03-20,https://view.asiae.co.kr/article/2023032007255470949
2023-03,토픽5,물가·민생 거시대책,"중견기업계 ""내수 활성화 대책 효과적 시행에 적극 협력""",2023-03-29,https://view.asiae.co.kr/article/2023032913404156588
2023-03,토픽5,물가·민생 거시대책,고금리 부동산 침체 기업 자영업 대출 증가폭 2분기 연속 축소,2023-03-08,https://view.asiae.co.kr/article/2023030810245872434
2023-03,토픽5,물가·민생 거시대책,153만명에게 600억원 여행 혜택 전통시장 소득공제율 50%로 상향,2023-03-29,https://view.asiae.co.kr/article/2023032909520832334
2023-03,토픽5,물가·민생 거시대책,"사라진 ""사람 구합니다"" 美 고용시장, 냉각 조짐",2023-03-02,https://view.asiae.co.kr/article/2023030215564089943
2023-03,토픽5,물가·민생 거시대책,"'3만원 숙박쿠폰 10만원 휴가비 지원' 정부, 관광활성화 600억원 투입",2023-03-29,https://view.asiae.co.kr/article/2023032915265831844
2023-03,토픽6,온라인 플랫폼·디지털 지원,"서울 편의점, 15년새 4배 증가 평균 창업비 7600만원",2023-03-07,https://view.asiae.co.kr/article/2023030619204830839
2023-03,토픽6,온라인 플랫폼·디지털 지원,"KT, '하이오더'로 소상공인 DX 로봇플랫폼 성큼",2023-03-07,https://view.asiae.co.kr/article/2023030711223558220
2023-03,토픽6,온라인 플랫폼·디지털 지원,"‘중국어 가능 종업원 구하고, 번역 앱 설치하고’...소상공인 유커 맞이 기지개",2023-03-14,https://view.asiae.co.kr/article/2023031410033590568
2023-03,토픽6,온라인 플랫폼·디지털 지원,"""외식물가보다 식자재 상승 더 커"" 외식비에 가공식품까지 '끝없이 오르기만'",2023-03-27,https://view.asiae.co.kr/article/2023032717005974582
2023-03,토픽6,온라인 플랫폼·디지털 지원,"보성군, 세금 고민 상담 ‘마을 세무사’ 운영",2023-03-20,https://view.asiae.co.kr/article/2023032016522063911
2023-03,토픽7,상생협력·중소기업 지원,"대전시, 기업 지식재산권 맞춤형 지원에 57억원 투자",2023-03-15,https://view.asiae.co.kr/article/2023031508213444606
2023-03,토픽7,상생협력·중소기업 지원,"""中企조합 공동사업 참여하세요 사업비 최대 1억 지원""",2023-03-26,https://view.asiae.co.kr/article/2023032614243209658
2023-03,토픽7,상생협력·중소기업 지원,"대학이 지역소멸 해결사 맡는다 경남정보대, 첫 ‘로컬콘텐츠 중점대학’ 선정",2023-03-02,https://view.asiae.co.kr/article/2023030216554735858
2023-03,토픽7,상생협력·중소기업 지원,구미에 자율주행 공동물류시스템 등 스마트 물류 본격화,2023-03-07,https://view.asiae.co.kr/article/2023030705593609617
2023-03,토픽7,상생협력·중소기업 지원,"부산상공회의소, 제22회 공정거래의 날 국무총리 표창 수상",2023-03-31,https://view.asiae.co.kr/article/2023033118180122526
2023-04,토픽0,정치권 재난·위기 재정대응,충남 산불피해 ‘46.8억원’ 잠정집계 “이재민 지원 속도”,2023-04-10,https://view.asiae.co.kr/article/2023041016151639897
2023-04,토픽0,정치권 재난·위기 재정대응,박완수 경남지사 의원 시절 발의 ‘재난기본법’ 국회 통과,2023-04-27,https://view.asiae.co.kr/article/2023042718354053335
2023-04,토픽0,정치권 재난·위기 재정대응,"경기도, 전기이륜차 사면 최대 300만원 지원 3625대",2023-04-16,https://view.asiae.co.kr/article/2023041608301436163
2023-04,토픽0,정치권 재난·위기 재정대응,[단독]지난해 최저임금법 위반 1633건 대구 경북 '최다',2023-04-18,https://view.asiae.co.kr/article/2023041715145300325
2023-04,토픽0,정치권 재난·위기 재정대응,"이재명 ""가계부채, 신속 과감한 선제적 대책 필요""",2023-04-04,https://view.asiae.co.kr/article/2023040411280653374
2023-04,토픽1,은행·금융권 소상공인 지원,"경남은행, ‘경남새희망홀씨Ⅱ대출’ 특별우대금리 제공",2023-04-10,https://view.asiae.co.kr/article/2023041010085134128
2023-04,토픽1,은행·금융권 소상공인 지원,"기업은행, 1조3000억 규모 '중소기업 보증 프로그램' 출시",2023-04-28,https://view.asiae.co.kr/article/2023042814193269737
2023-04,토픽1,은행·금융권 소상공인 지원,"세종시, ‘100억원 규모’ 소상공인 자금 추가 지원",2023-04-06,https://view.asiae.co.kr/article/2023040608452239327
2023-04,토픽1,은행·금융권 소상공인 지원,소상공인 경영안정 ‘150억원’ 지원  포항시 경북신용보증재단 업무협약,2023-04-05,https://view.asiae.co.kr/article/2023040517571155910
2023-04,토픽1,은행·금융권 소상공인 지원,"강남구, 중소기업 소상공인 1000억 대출 이자 지원",2023-04-17,https://view.asiae.co.kr/article/2023041707284334525
2023-04,토픽2,코로나 방역·지자체 행정,"나주시, 올해 첫 추경 1조1119억원 편성 1158억원 증액",2023-04-24,https://view.asiae.co.kr/article/2023042415095611200
2023-04,토픽2,코로나 방역·지자체 행정,"광주 북구, 추경 1조 656억원 확정 주민편의 강화",2023-04-13,https://view.asiae.co.kr/article/2023041311011025023
2023-04,토픽2,코로나 방역·지자체 행정,"안동시, 추경예산 2255억원 편성 10일 시의회 제출",2023-04-09,https://view.asiae.co.kr/article/2023040909443772714
2023-04,토픽2,코로나 방역·지자체 행정,"은평구, 올해 일자리 1만2515개 창출",2023-04-09,https://view.asiae.co.kr/article/2023040920121737221
2023-04,토픽2,코로나 방역·지자체 행정,"광주 서구 미래혁신위, 주민자치 가이드라인 제작 권고",2023-04-14,https://view.asiae.co.kr/article/2023041417594793746
2023-04,토픽3,최저임금·노사 협상,"소상공인 ""최저임금 동결해야 업종별 차등 주휴수당 폐지를""",2023-04-12,https://view.asiae.co.kr/article/2023041208122803022
2023-04,토픽3,최저임금·노사 협상,"""소상공인 다 죽는다"" 최저임금 동결 한목소리(종합)",2023-04-12,https://view.asiae.co.kr/article/2023041211261755528
2023-04,토픽3,최저임금·노사 협상,마포구 소기업소상공인 2기 출범,2023-04-11,https://view.asiae.co.kr/article/2023041116353422581
2023-04,토픽3,최저임금·노사 협상,"'노동절' 행사 참석 김동연 ""경제 외교 기후변화 등 경기도는 다르게 하겠다""",2023-04-28,https://view.asiae.co.kr/article/2023042813545678099
2023-04,토픽3,최저임금·노사 협상,[로펌은 지금]해율 기업법무전담팀 대기업자문 기업소송 괄목할 성과,2023-04-24,https://view.asiae.co.kr/article/2023042119133300338
2023-04,토픽4,지역화폐·소비쿠폰,광주 서구 ‘희망길라잡이 지원사업’ 경쟁률 5대1 기록,2023-04-12,https://view.asiae.co.kr/article/2023041211154302652
2023-04,토픽4,지역화폐·소비쿠폰,"사천시, 사천 사랑 상품권 100억 추가 발행",2023-04-17,https://view.asiae.co.kr/article/2023041621115536185
2023-04,토픽4,지역화폐·소비쿠폰,"강남구, 전액 구비로 강남사랑상품권 150억 발행",2023-04-29,https://view.asiae.co.kr/article/2023042912062220552
2023-04,토픽4,지역화폐·소비쿠폰,경남도 온라인 상품권 경남e지 15％ 특별할인,2023-04-21,https://view.asiae.co.kr/article/2023042116270179399
2023-04,토픽4,지역화폐·소비쿠폰,"광주 서구, 소규모 음식점 반찬가게 등 위생컨설팅 실시",2023-04-03,https://view.asiae.co.kr/article/2023040315255218519
2023-04,토픽5,물가·민생 거시대책,"방기선 차관 ""여행수지 개선이 올해 경상수지 중요 변수""",2023-04-07,https://view.asiae.co.kr/article/2023040708463386408
2023-04,토픽5,물가·민생 거시대책,"금천구, 장애인 어르신 등 전동보장구 보험 가입 지원",2023-04-20,https://view.asiae.co.kr/article/2023042015332141589
2023-04,토픽5,물가·민생 거시대책,"'9천만원 편취' 미성년자 피싱 수거책, 징역형",2023-04-29,https://view.asiae.co.kr/article/2023042822355965266
2023-04,토픽5,물가·민생 거시대책,외국은 전기료 올려 수요 낮춘지 오랜데 한국만 뒤늦게 '민심 눈치',2023-04-18,https://view.asiae.co.kr/article/2023041721282895619
2023-04,토픽5,물가·민생 거시대책,"전기 가스료 인상 논쟁 팽팽 ""적자 더 커져"" vs ""물가상승 우려""",2023-04-04,https://view.asiae.co.kr/article/2023040417515506257
2023-04,토픽6,온라인 플랫폼·디지털 지원,[AI혁명]⑩'사람의 일상을 즐겁게' 친구같은 익시 LG유플러스,2023-04-03,https://view.asiae.co.kr/article/2023040307432808449
2023-04,토픽6,온라인 플랫폼·디지털 지원,"메타버스로 등교한다 LGU+, 대학 전용 플랫폼 '유버스' 출시",2023-04-04,https://view.asiae.co.kr/article/2023040408425508850
2023-04,토픽6,온라인 플랫폼·디지털 지원,부산 인기 소통 캐릭터 ‘부기’ 사업에 활용하세요  저작재산권 무료이용 신청 진행,2023-04-26,https://view.asiae.co.kr/article/2023042608215240887
2023-04,토픽6,온라인 플랫폼·디지털 지원,특허심판 ‘국선대리인’ 현장 안착 “소상공인에 든든한 버팀목”,2023-04-30,https://view.asiae.co.kr/article/2023042921555778101
2023-04,토픽6,온라인 플랫폼·디지털 지원,"프레시지, '네고왕'과 최대 59% 할인 프로모션",2023-04-28,https://view.asiae.co.kr/article/2023042809424842360
2023-04,토픽7,상생협력·중소기업 지원,대기업 퇴사 후 거래처만 100곳 넘는 의류회사 대표,2023-04-17,https://view.asiae.co.kr/article/2023041710343844759
2023-04,토픽7,상생협력·중소기업 지원,"건보공단, 공공기관 동반성장 평가 '최우수' 달성",2023-04-20,https://view.asiae.co.kr/article/2023042015320738814
2023-04,토픽7,상생협력·중소기업 지원,소상공인 스마트기술 육성 R&D사업 공모,2023-04-21,https://view.asiae.co.kr/article/2023042110001996686
2023-04,토픽7,상생협력·중소기업 지원,"한진, '2023년 온라인수출 공동물류사업' 수행기관 선정",2023-04-17,https://view.asiae.co.kr/article/2023041709393096646
2023-04,토픽7,상생협력·중소기업 지원,"배민-소진공, 소상공인 온라인 역량 강화 '맞손'",2023-04-14,https://view.asiae.co.kr/article/2023041415240229069
2023-05,토픽0,정치권 재난·위기 재정대응,"순창군, 미세먼지 저감 ‘전기이륜차 민간보급’ 추진",2023-05-11,https://view.asiae.co.kr/article/2023051116400713017
2023-05,토픽0,정치권 재난·위기 재정대응,"담양군의회, 제319회 임시회 개회 조례안 심사",2023-05-15,https://view.asiae.co.kr/article/2023051520155516973
2023-05,토픽0,정치권 재난·위기 재정대응,"김기현 ""김남국, '가난 코스프레'로 청년 기만 의원직 사퇴해야""",2023-05-13,https://view.asiae.co.kr/article/2023051312123302128
2023-05,토픽0,정치권 재난·위기 재정대응,"尹, 또 文정부 맹비판 ""'정치 방역' '軍에 골병'""",2023-05-11,https://view.asiae.co.kr/article/2023051117113652400
2023-05,토픽0,정치권 재난·위기 재정대응,"민노총 집회 예고에 與 ""타인의 자유 침해"" 강력 비판",2023-05-28,https://view.asiae.co.kr/article/2023052816514904616
2023-05,토픽1,은행·금융권 소상공인 지원,"부산시 하나은행 부산신보, 소상공인 특별자금 지원 업무협약",2023-05-24,https://view.asiae.co.kr/article/2023052409302515793
2023-05,토픽1,은행·금융권 소상공인 지원,"'신용 낮은 소상공인도 OK' 카카오뱅크, 신용보증재단 보증서 대출 출시",2023-05-17,https://view.asiae.co.kr/article/2023051709401171848
2023-05,토픽1,은행·금융권 소상공인 지원,"산청군, 중소기업 소상공인 융자 지원",2023-05-22,https://view.asiae.co.kr/article/2023052121502210952
2023-05,토픽1,은행·금융권 소상공인 지원,"대구 달성군, 소상공인에 100억원 규모 특례 보증",2023-05-15,https://view.asiae.co.kr/article/2023051515305192522
2023-05,토픽1,은행·금융권 소상공인 지원,"부산시, 소상공인 특별자금 600억원 이차보전 2.5％ 확대 지원",2023-05-08,https://view.asiae.co.kr/article/2023050808532942742
